SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-4-2020,Single Family Residential,5031 SE Kelly St,Portland,OR,97206,387300,2,1.0,Portland Southeast,1450,4356,1950,,267,,Sold,,,https://www.redfin.com/OR/Portland/5031-SE-Kelly-St-97206/home/26360226,RMLS,20232151,N,Y,45.4997921,-122.6105054
PAST SALE,June-19-2020,Single Family Residential,2930 SW West Point Ave,Portland,OR,97225,775000,5,4.5,"Portland West, Raleigh Hills",3881,13068,1972,,200,,Sold,,,https://www.redfin.com/OR/Portland/2930-SW-West-Point-Ave-97225/home/26698037,RMLS,20664321,N,Y,45.4989402,-122.7556534
PAST SALE,October-16-2020,Single Family Residential,1321 NE Liberty St,Portland,OR,97211,405750,2,1.0,Portland Northeast,728,4791,1952,,557,,Sold,,,https://www.redfin.com/OR/Portland/1321-NE-Liberty-St-97211/home/26543961,RMLS,20677247,N,Y,45.5706747,-122.6512403
PAST SALE,May-11-2020,Single Family Residential,12465 SW Foothill Dr,Portland,OR,97225,560000,4,2.5,"Portland West, Raleigh Hills",2281,9147,1958,,246,13,Sold,,,https://www.redfin.com/OR/Portland/12465-SW-Foothill-Dr-97225/home/26614159,RMLS,20116236,N,Y,45.5111683,-122.8048336
PAST SALE,September-8-2020,Single Family Residential,9909 N Leonard St,Portland,OR,97203,483000,4,2.0,Portland North,1940,6098,1935,,249,,Sold,,,https://www.redfin.com/OR/Portland/9909-N-Leonard-St-97203/home/26628345,RMLS,20313818,N,Y,45.598767,-122.7601855
PAST SALE,July-10-2020,Single Family Residential,3016 NE 57th Ave,Portland,OR,97213,500000,4,2.0,Portland Northeast,2431,5227,1927,,206,,Sold,,,https://www.redfin.com/OR/Portland/3016-NE-57th-Ave-97213/home/26463428,RMLS,20647066,N,Y,45.5448257,-122.6043055
PAST SALE,December-22-2020,Single Family Residential,3403 NE 32nd Pl,Portland,OR,97212,870000,3,3.0,Alameda/ Beaumont,2833,4791,1941,,307,,Sold,,,https://www.redfin.com/OR/Portland/3403-NE-32nd-Ave-97212/home/26334246,RMLS,20069933,N,Y,45.5475537,-122.6330368
PAST SALE,July-23-2020,Single Family Residential,14255 SE Ellis St,Portland,OR,97236,395000,4,2.5,Portland Southeast,2298,3484,2012,,172,,Sold,,,https://www.redfin.com/OR/Portland/14255-SE-Ellis-St-97236/home/40192106,RMLS,20658733,N,Y,45.482529,-122.5162425
PAST SALE,August-20-2020,Single Family Residential,115 NE 66th Ave,Portland,OR,97213,460000,3,2.5,Portland Northeast,1257,4791,1925,,366,,Sold,,,https://www.redfin.com/OR/Portland/115-NE-66th-Ave-97213/home/26510892,RMLS,20641119,N,Y,45.5238081,-122.5964056
PAST SALE,May-8-2020,Single Family Residential,2333 SE 98th Ave,Portland,OR,97216,357000,3,2.5,Portland Southeast,1804,4791,2002,,198,,Sold,,,https://www.redfin.com/OR/Portland/2333-SE-98th-Ave-97216/home/26532771,RMLS,19301416,N,Y,45.5055833,-122.5627038
PAST SALE,October-9-2020,Single Family Residential,18594 NE Multnomah Ter,Portland,OR,97230,380000,3,2.5,Portland Northeast,1629,2178,2015,,233,,Sold,,,https://www.redfin.com/OR/Portland/18594-NE-Multnomah-Ter-97230/home/49681271,RMLS,19050274,N,Y,45.530847,-122.4713231
PAST SALE,June-19-2020,Single Family Residential,14475 SE Carmichael Ct,Happy Valley,OR,97086,855300,6,3.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",4024,43995,1997,,213,,Sold,,,https://www.redfin.com/OR/Happy-Valley/14475-SE-Carmichael-Ct-97086/home/26014604,RMLS,20032129,N,Y,45.4569728,-122.5147303
PAST SALE,May-5-2020,Single Family Residential,5911 NE 28th Ave,Portland,OR,97211,635000,3,2.0,Concordia,2600,4791,1910,,244,,Sold,,,https://www.redfin.com/OR/Portland/5911-NE-28th-Ave-97211/home/26460317,RMLS,20440918,N,Y,45.5654942,-122.6373628
PAST SALE,December-31-2020,Townhouse,14753 SW Catalina Dr,Tigard,OR,97223,382000,3,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",1490,3049,2000,,256,,Sold,,,https://www.redfin.com/OR/Tigard/14753-SW-Catalina-Dr-97223/home/25825652,RMLS,20683819,N,Y,45.424991,-122.82869
PAST SALE,August-28-2020,Townhouse,8830 SE Brooklyn St,Portland,OR,97266,330000,3,2.5,Portland Southeast,1496,2613,2007,,221,,Sold,,,https://www.redfin.com/OR/Portland/8830-SE-Brooklyn-St-97266/home/26605474,RMLS,20129439,N,Y,45.5003403,-122.5719242
PAST SALE,November-10-2020,Single Family Residential,16841 NW Saint Helens Rd,Portland,OR,97231,315000,4,2.0,NW Washington Co or Sauvie Island,1990,5662,1927,,158,,Sold,,,https://www.redfin.com/OR/Portland/16841-NW-St-Helens-Rd-97231/home/26493531,RMLS,20047916,N,Y,45.646284,-122.8429045
PAST SALE,April-7-2021,Single Family Residential,9318 N Allegheny Ave,Portland,OR,97203,520000,3,1.0,Portland North,1336,7405,1954,,389,,Sold,,,https://www.redfin.com/OR/Portland/9318-N-Allegheny-Ave-97203/home/25859249,RMLS,21275004,N,Y,45.5938017,-122.7447577
PAST SALE,September-22-2020,Single Family Residential,7053 NW Snowdrop Ter,Portland,OR,97229,500000,4,2.5,NW Washington Co or Sauvie Island,1900,3049,2016,,263,,Sold,,,https://www.redfin.com/OR/Portland/7053-NW-Snowdrop-Ter-97229/home/112776074,RMLS,20557744,N,Y,45.5706249,-122.8308012
PAST SALE,June-23-2020,Single Family Residential,5285 NE 72nd Ave,Portland,OR,97218,411000,3,1.5,Portland Northeast,2690,8276,1942,,153,,Sold,,,https://www.redfin.com/OR/Portland/5285-NE-72nd-Ave-97218/home/26322820,RMLS,20188799,N,Y,45.5615391,-122.5891821
PAST SALE,December-15-2020,Townhouse,12 NE Bridgeton Rd,Portland,OR,97211,425000,4,3.0,Portland Northeast,2516,2613,1999,,169,,Sold,,,https://www.redfin.com/OR/Portland/12-NE-Bridgeton-Rd-97211/home/26552375,RMLS,20286477,N,Y,45.602297,-122.665983
PAST SALE,,Single Family Residential,13724 NE Couch St,Portland,OR,97230,389000,,2.5,,1816,3508,2005,,214,,,,,https://www.redfin.com/OR/Portland/13724-NE-Couch-St-97230/home/26572183,,,N,Y,45.5237875,-122.521853
PAST SALE,September-20-2021,Single Family Residential,3004 SW Flower Ter,Portland,OR,97239,457600,2,1.0,HILLSDALE,1534,7840,1942,,298,,Sold,,,https://www.redfin.com/OR/Portland/3004-SW-Flower-Ter-97239/home/26606205,RMLS,21531393,N,Y,45.4827971,-122.7083945
PAST SALE,August-9-2021,Single Family Residential,4943 SE 104th Ave,Portland,OR,97266,395000,3,1.0,Portland Southeast,1800,7840,1930,,219,,Sold,,,https://www.redfin.com/OR/Portland/4943-SE-104th-Ave-97266/home/25735047,RMLS,21343903,N,Y,45.4859437,-122.5559907
PAST SALE,September-17-2020,Single Family Residential,9080 SW Washington Dr,Tigard,OR,97223,710000,3,3.0,"Tigard, Tualatin, Sherwood, Wilsonville",2462,27878,1968,,288,,Sold,,,https://www.redfin.com/OR/Tigard/9080-SW-Washington-Dr-97223/home/26660777,RMLS,20678224,N,Y,45.4543801,-122.765439
PAST SALE,July-16-2021,Single Family Residential,6632 N Syracuse St,Portland,OR,97203,600000,3,2.0,UNIVERSITY PARK,2662,14810,1953,,225,,Sold,,,https://www.redfin.com/OR/Portland/6632-N-Syracuse-St-97203/home/26337782,RMLS,21430991,N,Y,45.5832496,-122.7365915
PAST SALE,January-6-2021,Single Family Residential,4324 SW Fraser Ave,Portland,OR,97225,730000,4,3.0,"Portland West, Raleigh Hills",2732,10018,1957,,267,,Sold,,,https://www.redfin.com/OR/Portland/4324-SW-Fraser-Ave-97225/home/26696210,RMLS,20467364,N,Y,45.4916566,-122.7447557
PAST SALE,October-15-2020,Single Family Residential,14691 SW 163rd Ave,Tigard,OR,97224,570000,4,2.5,BULL MOUNTAIN,2581,5662,2007,,221,130,Sold,,,https://www.redfin.com/OR/Tigard/14691-SW-163rd-Ave-97224/home/26734430,RMLS,20105557,N,Y,45.4136501,-122.8448793
PAST SALE,October-4-2021,Single Family Residential,7114 NE Siskiyou St,Portland,OR,97213,380000,1,1.0,Portland Northeast,800,3484,1911,,475,,Sold,,,https://www.redfin.com/OR/Portland/7114-NE-Siskiyou-St-97213/home/25734125,RMLS,21086594,N,Y,45.5451294,-122.5895998
PAST SALE,July-2-2020,Single Family Residential,5021 SE Henry St,Portland,OR,97206,452397,3,2.0,Portland Southeast,1407,4791,1961,,322,,Sold,,,https://www.redfin.com/OR/Portland/5021-SE-Henry-St-97206/home/26571193,RMLS,20431206,N,Y,45.4765501,-122.6109156
PAST SALE,June-24-2020,Single Family Residential,4216 NE 22nd Ave,Portland,OR,97211,550000,3,2.0,Portland Northeast,1560,4791,1950,,353,,Sold,,,https://www.redfin.com/OR/Portland/4216-NE-22nd-Ave-97211/home/25837460,RMLS,20479407,N,Y,45.5539211,-122.6426839
PAST SALE,August-30-2021,Single Family Residential,6210 SE Duke St,Portland,OR,97206,505000,3,1.5,Portland Southeast,1360,4791,1926,,371,,Sold,,,https://www.redfin.com/OR/Portland/6210-SE-Duke-St-97206/home/25860356,RMLS,21441648,N,Y,45.4756358,-122.5992737
PAST SALE,May-21-2021,Condo/Co-op,9212 N Polk Ave Unit A,Portland,OR,97203,400000,2,1.5,ST JOHNS,1080,,2019,,370,50,Sold,,,https://www.redfin.com/OR/Portland/9212-N-Polk-Ave-97203/unit-A/home/144738553,RMLS,21625910,N,Y,45.592732,-122.743042
PAST SALE,July-2-2021,Single Family Residential,7936 N Wayland Ave,Portland,OR,97203,635000,4,2.5,PORTSMOUTH,1932,3920,2014,,329,,Sold,,,https://www.redfin.com/OR/Portland/7936-N-Wayland-Ave-97203/home/49682512,RMLS,21082253,N,Y,45.5813649,-122.71106
PAST SALE,October-19-2020,Single Family Residential,1805 NE 55th Ave,Portland,OR,97213,655000,3,2.0,Portland Northeast,2769,4791,1930,,237,,Sold,,,https://www.redfin.com/OR/Portland/1805-NE-55th-Ave-97213/home/26589852,RMLS,20593049,N,Y,45.535787,-122.6071261
PAST SALE,June-25-2021,Single Family Residential,7919 SE Clackamas Rd,Milwaukie,OR,97267,449900,3,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1476,10890,1984,,305,,Sold,,,https://www.redfin.com/OR/Milwaukie/7919-SE-Clackamas-Rd-97267/home/26005191,RMLS,21673352,N,Y,45.4112676,-122.5820606
PAST SALE,July-2-2020,Single Family Residential,5474 Bay Creek Dr,Lake Oswego,OR,97035,720000,4,2.5,WESTLAKE,2322,6969,1991,,310,34,Sold,,,https://www.redfin.com/OR/Lake-Oswego/5474-Bay-Creek-Dr-97035/home/25790470,RMLS,20331065,N,Y,45.4326401,-122.7309829
PAST SALE,July-27-2020,Single Family Residential,12872 SW Buckfield Ln,King City,OR,97224,547000,4,3.0,CASTLE OAKS,2636,3920,2017,,208,,Sold,,,https://www.redfin.com/OR/King-City/12872-SW-Buckfield-Ln-97224/home/112840012,RMLS,20020737,N,Y,45.399938,-122.8095199
PAST SALE,December-28-2020,Single Family Residential,1817 SE Umatilla St,Portland,OR,97202,540500,3,2.0,SELLWOOD,1999,4791,1960,,270,,Sold,,,https://www.redfin.com/OR/Portland/1817-SE-Umatilla-St-97202/home/26520538,RMLS,20478253,N,Y,45.4630971,-122.6456388
PAST SALE,June-17-2021,Single Family Residential,14575 SW 163rd Ave,Portland,OR,97224,636000,4,3.0,"Tigard, Tualatin, Sherwood, Wilsonville",2249,6098,2006,,283,135,Sold,,,https://www.redfin.com/OR/Portland/14575-SW-163rd-Ave-97224/home/26671047,RMLS,21388941,N,Y,45.4144368,-122.8447949
PAST SALE,August-2-2021,Single Family Residential,9510 SW 82nd Ave,Portland,OR,97223,880000,6,5.0,"Tigard, Tualatin, Sherwood, Wilsonville",4105,23086,1925,,214,,Sold,,,https://www.redfin.com/OR/Tigard/9510-SW-82nd-Ave-97223/home/26595926,RMLS,21623195,N,Y,45.4512894,-122.7610702
PAST SALE,September-23-2021,Single Family Residential,9645 SW Ventura Ct,Tigard,OR,97223,651000,4,2.5,"Tigard, Tualatin, Sherwood, Wilsonville",2558,8712,1978,,254,,Sold,,,https://www.redfin.com/OR/Tigard/9645-SW-Ventura-Ct-97223/home/26675553,RMLS,21133246,N,Y,45.4501727,-122.7458396
PAST SALE,May-10-2021,Single Family Residential,9216 N Central St,Portland,OR,97203,591000,4,2.0,ST. JOHNS/PIER PARK,2146,4791,1947,,275,,Sold,,,https://www.redfin.com/OR/Portland/9216-N-Central-St-97203/home/25827644,RMLS,21243715,N,Y,45.5946238,-122.7564186
PAST SALE,September-20-2021,Single Family Residential,4290 SW Melville Ave,Portland,OR,97239,540000,2,1.0,"Portland West, Raleigh Hills",986,,1965,,548,,Sold,,,https://www.redfin.com/OR/Portland/4290-SW-Melville-Ave-97239/home/26396074,RMLS,21683776,N,Y,45.4925506,-122.7041153
PAST SALE,October-14-2021,Single Family Residential,728 SE Fairwinds Loop,Vancouver,WA,98661,390000,3,2.0,Columbia Shores,1368,347242,2001,,285,336,Sold,,,https://www.redfin.com/WA/Vancouver/728-SE-Fairwinds-Loop-98661/home/14604606,NWMLS,1835543,N,Y,45.6159217,-122.6529194
PAST SALE,April-9-2021,Single Family Residential,2015 NE Blue Heron Dr,Portland,OR,97211,495000,3,2.0,Portland Northeast,1806,8276,2000,,274,,Sold,,,https://www.redfin.com/OR/Portland/2015-NE-Blue-Heron-Dr-97211/home/26439367,RMLS,21439385,N,Y,45.5901296,-122.6452213
PAST SALE,June-1-2021,Single Family Residential,5023 NE 27th Ave,Portland,OR,97211,530000,2,1.0,ALBERTA ARTS,791,3920,1954,,670,,Sold,,,https://www.redfin.com/OR/Portland/5023-NE-27th-Ave-97211/home/26596549,RMLS,21349351,N,Y,45.5595107,-122.6380691
PAST SALE,July-16-2021,Single Family Residential,5804 NE 22nd Ave,Portland,OR,97211,716000,4,1.5,Portland Northeast,2818,4791,1931,,254,,Sold,,,https://www.redfin.com/OR/Portland/5804-NE-22nd-Ave-97211/home/26363252,RMLS,21052565,N,Y,45.5646153,-122.6431905
PAST SALE,June-1-2020,Single Family Residential,7415 N Wayland Ave,Portland,OR,97203,585000,3,2.0,UNIVERSITY PARK,2478,5662,1944,,236,,Sold,,,https://www.redfin.com/OR/Portland/7415-N-Wayland-Ave-97203/home/26319083,RMLS,20031907,N,Y,45.5768282,-122.7113443
PAST SALE,July-13-2021,Single Family Residential,4125 N Colonial Ave,Portland,OR,97217,885000,5,2.5,Portland North,3384,4791,1913,,262,,Sold,,,https://www.redfin.com/OR/Portland/4125-N-Colonial-Ave-97217/home/26513737,RMLS,21115165,N,Y,45.5538404,-122.6843825
PAST SALE,May-5-2020,Single Family Residential,9033 SW 72nd Ave,Portland,OR,97223,624000,6,4.0,"Portland West, Raleigh Hills",3322,5662,2017,,188,25,Sold,,,https://www.redfin.com/OR/Portland/9033-SW-72nd-Ave-97223/home/130980421,RMLS,20280057,N,Y,45.4546615,-122.7512245
PAST SALE,November-4-2020,Single Family Residential,3946 N Missouri Ave,Portland,OR,97227,525000,3,1.0,MISSISSIPPI,1970,3049,1910,,266,,Sold,,,https://www.redfin.com/OR/Portland/3946-N-Missouri-Ave-97227/home/26666750,RMLS,20180326,N,Y,45.5516,-122.6773898
PAST SALE,February-17-2021,Single Family Residential,725 N Buffalo St,Portland,OR,97217,497000,3,2.5,Portland North,1599,2178,2010,,311,,Sold,,,https://www.redfin.com/OR/Portland/725-N-Buffalo-St-97217/home/25735652,RMLS,20595120,N,Y,45.5752408,-122.6743496
PAST SALE,May-24-2021,Single Family Residential,6033 N Gay Ave,Portland,OR,97217,755000,4,2.5,Portland North,2076,4791,2007,,364,,Sold,,,https://www.redfin.com/OR/Portland/6033-N-Gay-Ave-97217/home/25830763,RMLS,21082482,N,Y,45.566844,-122.6894983
PAST SALE,July-24-2020,Condo/Co-op,2829 SE Belmont St #104,Portland,OR,97214,229900,1,1.0,BELMONT,698,,1927,,329,450,Sold,,,https://www.redfin.com/OR/Portland/2829-SE-Belmont-St-97214/unit-104/home/26460389,RMLS,20017934,N,Y,45.5166282,-122.6363127
PAST SALE,June-4-2021,Single Family Residential,2515 N Willis Blvd,Portland,OR,97217,475000,3,2.5,Portland North,1404,2613,2008,,338,,Sold,,,https://www.redfin.com/OR/Portland/2515-N-Willis-Blvd-97217/home/25763979,RMLS,21296182,N,Y,45.5839532,-122.6925113
PAST SALE,May-14-2020,Single Family Residential,3273 N Arlington Pl,Portland,OR,97217,386000,3,2.5,KENTON,1423,2178,2005,,271,,Sold,,,https://www.redfin.com/OR/Portland/3273-N-Arlington-Pl-97217/home/25859653,RMLS,20692491,N,Y,45.5835309,-122.7004973
PAST SALE,November-10-2020,Single Family Residential,10025 N Central St,Portland,OR,97203,397000,3,1.0,St Johns,888,,1961,,447,,Sold,,,https://www.redfin.com/OR/Portland/10025-N-Central-St-97203/home/26308780,RMLS,20339819,N,Y,45.6002012,-122.7598249
PAST SALE,September-16-2020,Condo/Co-op,1910 SW 18th Ave #41,Portland,OR,97201,345000,2,2.0,"Portland West, Raleigh Hills",1029,,1990,,335,641,Sold,,,https://www.redfin.com/OR/Portland/1910-SW-18th-Ave-97201/unit-41/home/26405288,RMLS,20122084,N,Y,45.5139724,-122.6945964
PAST SALE,June-15-2020,Single Family Residential,12919 SW Buckfield Ln,Tigard,OR,97224,566000,4,3.0,King City,2770,5662,2016,,204,,Sold,,,https://www.redfin.com/OR/King-City/12919-SW-Buckfield-Ln-97224/home/103781922,RMLS,20581761,N,Y,45.4004307,-122.8101552
PAST SALE,July-24-2020,Single Family Residential,9124 SE Alder St,Portland,OR,97216,372000,2,1.0,MONTAVILLA,724,4791,1947,,514,,Sold,,,https://www.redfin.com/OR/Portland/9124-SE-Alder-St-97216/home/25800702,RMLS,20343512,N,Y,45.5173991,-122.5698033
PAST SALE,July-24-2020,Single Family Residential,6845 SE Knight St,Portland,OR,97206,405000,3,2.5,MT SCOTT/ARLETA/WOODSTOCK,1546,4791,1997,,262,,Sold,,,https://www.redfin.com/OR/Portland/6845-SE-Knight-St-97206/home/26506653,RMLS,20139259,N,Y,45.4802982,-122.5922191
PAST SALE,May-4-2020,Single Family Residential,7045 SW Ventura Dr,Tigard,OR,97223,575000,4,3.0,"Tigard, Tualatin, Sherwood, Wilsonville",3168,7840,1975,,182,8,Sold,,,https://www.redfin.com/OR/Tigard/7045-SW-Ventura-Dr-97223/home/26703085,RMLS,20597633,N,Y,45.4482662,-122.7496623
PAST SALE,March-5-2021,Single Family Residential,1615 SW Skyline Blvd,Portland,OR,97221,650000,3,2.0,"Portland West, Raleigh Hills",2119,25264,1939,,307,,Sold,,,https://www.redfin.com/OR/Portland/1615-SW-Skyline-Blvd-97221/home/26432370,RMLS,21472405,N,Y,45.5116148,-122.7332979
PAST SALE,June-9-2020,Single Family Residential,2337 NW Ramsey Dr,Portland,OR,97229,651000,3,3.0,"Portland West, Raleigh Hills",2020,13068,1998,,322,,Sold,,,https://www.redfin.com/OR/Portland/2337-NW-Ramsey-Dr-97229/home/25773574,RMLS,20195007,N,Y,45.5394637,-122.7584688
PAST SALE,April-9-2021,Single Family Residential,2811 SE 50th Ave,Portland,OR,97206,450000,2,1.0,Portland Southeast,1246,4356,1922,,361,,Sold,,,https://www.redfin.com/OR/Portland/2811-SE-50th-Ave-97206/home/26529216,RMLS,21526219,N,Y,45.5023923,-122.6112662
PAST SALE,June-4-2021,Single Family Residential,126 NE 73rd Ave,Portland,OR,97213,620000,3,2.0,Portland Northeast,2054,6969,1948,,302,,Sold,,,https://www.redfin.com/OR/Portland/126-NE-73rd-Ave-97213/home/26340798,RMLS,20272848,N,Y,45.524057,-122.5876588
PAST SALE,June-16-2021,Single Family Residential,6125 NE Beech St,Portland,OR,97213,600000,3,2.0,Portland Northeast,2072,4791,1924,,290,,Sold,,,https://www.redfin.com/OR/Portland/6125-NE-Beech-St-97213/unit-A/home/26616929,RMLS,21374192,N,Y,45.5498474,-122.6003293
PAST SALE,October-16-2020,Condo/Co-op,2607 SE 109th Ave,Portland,OR,97266,325000,3,3.5,Portland Southeast,1865,,2010,,174,306,Sold,,,https://www.redfin.com/OR/Portland/2607-SE-109th-Ave-97266/home/109514982,RMLS,20135976,N,Y,45.5032178,-122.5515602
PAST SALE,July-2-2021,Single Family Residential,9835 SE Mary Jean Ct,Portland,OR,97266,456000,3,2.0,Lents,1518,6969,1997,,300,,Sold,,,https://www.redfin.com/OR/Portland/9835-SE-Mary-Jean-Ct-97266/home/26538448,RMLS,21053121,N,Y,45.4666567,-122.5616317
PAST SALE,April-30-2021,Townhouse,2375 NW Overton St,Portland,OR,97210,1025000,2,2.5,"Portland West, Raleigh Hills",2078,1742,1990,,493,,Sold,,,https://www.redfin.com/OR/Portland/2375-NW-Overton-St-97210/home/26462918,RMLS,21161093,N,Y,45.532123,-122.700292
