SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-9-2021,Single Family Residential,4135 SE 30th Ave,Portland,OR,97202,1135000,5,3.5,Portland Southeast,3555,4791,2017,,319,,Sold,,,https://www.redfin.com/OR/Portland/4135-SE-30th-Ave-97202/home/26567591,RMLS,21258670,N,Y,45.4927452,-122.6348371
PAST SALE,May-19-2021,Single Family Residential,3617 SE 11th Ave,Portland,OR,97202,549900,3,2.5,Portland Southeast,1456,4791,1994,,378,,Sold,,,https://www.redfin.com/OR/Portland/3617-SE-11th-Ave-97202/home/25830417,RMLS,21141143,N,Y,45.4966255,-122.6551295
PAST SALE,February-8-2021,Single Family Residential,8315 NE Eugene St,Portland,OR,97220,415000,3,1.5,Portland Southeast,2328,5227,1910,,178,,Sold,,,https://www.redfin.com/OR/Portland/8315-NE-Eugene-St-97220/home/26535958,RMLS,20087456,N,Y,45.538199,-122.5773393
PAST SALE,January-22-2021,Single Family Residential,1147 SE 175th Pl,Portland,OR,97233,415000,5,2.5,Portland Southeast,2160,9583,1956,,192,,Sold,,,https://www.redfin.com/OR/Portland/1147-SE-175th-Pl-97233/home/26530864,RMLS,20266010,N,Y,45.514368,-122.4831277
PAST SALE,June-21-2021,Condo/Co-op,1420 NW Lovejoy St #324,Portland,OR,97209,325000,1,1.0,THE PEARL DISTRICT,624,,1910,,521,366,Sold,,,https://www.redfin.com/OR/Portland/1420-NW-Lovejoy-St-97209/unit-324/home/26372169,RMLS,21466558,N,Y,45.5299226,-122.6860554
PAST SALE,August-14-2020,Single Family Residential,5816 SE 77th Ave,Portland,OR,97206,425000,3,2.5,Portland Southeast,1660,2613,2011,,256,,Sold,,,https://www.redfin.com/OR/Portland/5816-SE-77th-Ave-97206/home/35658508,RMLS,20602433,N,Y,45.4806826,-122.5838685
PAST SALE,July-20-2020,Single Family Residential,8816 N Burrage Ave,Portland,OR,97217,470000,3,2.5,KENTON,1656,2613,2017,,284,,Sold,,,https://www.redfin.com/OR/Portland/8816-N-Burrage-Ave-97217/home/49692767,RMLS,20356344,N,Y,45.5863302,-122.6948526
PAST SALE,June-1-2021,Single Family Residential,5734 N Moore Ave,Portland,OR,97217,685734,3,1.0,HUMBOLDT,2333,4791,1937,,294,,Sold,,,https://www.redfin.com/OR/Portland/5734-N-Moore-Ave-97217/home/26546892,RMLS,21135252,N,Y,45.5644579,-122.6676891
PAST SALE,December-29-2020,Single Family Residential,834 NE Shaver St,Portland,OR,97212,464000,3,1.0,SABIN,1386,1742,1911,,335,,Sold,,,https://www.redfin.com/OR/Portland/834-NE-Shaver-St-97212/home/26405447,RMLS,20036596,N,Y,45.5519002,-122.6568557
PAST SALE,May-12-2021,Single Family Residential,5224 NE Mallory Ave,Portland,OR,97211,930000,4,3.5,Portland Northeast,3177,5227,2006,,293,,Sold,,,https://www.redfin.com/OR/Portland/5224-NE-Mallory-Ave-97211/home/26589144,RMLS,21072937,N,Y,45.5609245,-122.6634415
PAST SALE,May-13-2021,Single Family Residential,2406 NE 42nd Ave,Portland,OR,97213,745000,4,2.0,GRANT PARK / HOLLYWOOD,2192,,1922,,340,,Sold,,,https://www.redfin.com/OR/Portland/2406-NE-42nd-Ave-97213/home/26621236,RMLS,21641033,N,Y,45.5398742,-122.6196575
PAST SALE,November-12-2021,Single Family Residential,14909 NW Olive St,Portland,OR,97229,836000,4,2.5,NW Washington Co or Sauvie Island,3104,4356,2018,,269,93,Sold,,,https://www.redfin.com/OR/Portland/14909-NW-Olive-St-97229/home/160310937,RMLS,21469618,N,Y,45.5731834,-122.8298938
PAST SALE,September-28-2021,Single Family Residential,2005 SE 143rd Ave,Portland,OR,97233,320000,2,1.0,CENTENNIAL,828,6969,1952,,386,,Sold,,,https://www.redfin.com/OR/Portland/2005-SE-143rd-Ave-97233/home/26592784,RMLS,21265879,N,Y,45.508605,-122.515784
PAST SALE,September-17-2021,Single Family Residential,9352 NW Fox Hollow Ct,Portland,OR,97229,650000,3,2.5,NW Washington Co or Sauvie Island,1648,7405,1989,,394,,Sold,,,https://www.redfin.com/OR/Portland/9352-NW-Fox-Hollow-Ct-97229/home/25763337,RMLS,21010618,N,Y,45.5233542,-122.773124
PAST SALE,October-8-2020,Single Family Residential,1900 NW Millcrest Pl,Portland,OR,97229,674950,4,3.5,NW Washington Co or Sauvie Island,2684,5662,1999,,251,,Sold,,,https://www.redfin.com/OR/Portland/1900-NW-Millcrest-Pl-97229/home/26678572,RMLS,20200571,N,Y,45.5331999,-122.7825355
PAST SALE,July-22-2021,Single Family Residential,8795 SW Birchwood Rd,Portland,OR,97225,1360000,3,2.5,"Portland West, Raleigh Hills",3023,25264,1950,,450,,Sold,,,https://www.redfin.com/OR/Portland/8795-SW-Birchwood-Rd-97225/home/26573815,RMLS,21398509,N,Y,45.4920854,-122.7673154
PAST SALE,August-31-2021,Single Family Residential,3416 NE 65th Ave,Portland,OR,97213,600000,3,2.0,Portland Northeast,2200,4791,1923,,273,,Sold,,,https://www.redfin.com/OR/Portland/3416-NE-65th-Ave-97213/home/26567427,RMLS,21399766,N,Y,45.5477023,-122.5960792
PAST SALE,September-1-2021,Townhouse,11928 SE Schiller St,Portland,OR,97266,335000,3,1.5,Portland Southeast,1395,2613,2004,,240,,Sold,,,https://www.redfin.com/OR/Portland/11928-SE-Schiller-St-97266/home/26603109,RMLS,21330220,N,Y,45.487346,-122.540234
PAST SALE,June-10-2021,Single Family Residential,354 SE 119th Ave,Portland,OR,97216,366480,3,1.0,Portland Southeast,1028,,1952,,356,34,Sold,,,https://www.redfin.com/OR/Portland/354-SE-119th-Ave-97216/unit-1/home/26648072,RMLS,21392977,N,Y,45.5200203,-122.5401055
PAST SALE,June-24-2020,Condo/Co-op,8092 N Burlington Ave Unit 15-6,Portland,OR,97203,319900,2,2.5,ST JOHNS,1204,,2007,,266,272,Sold,,,https://www.redfin.com/OR/Portland/8092-N-Burlington-Ave-97203/unit-15-6/home/26446395,RMLS,20314917,N,Y,45.5919538,-122.7534732
PAST SALE,April-5-2021,Single Family Residential,16452 NE Fargo St,Portland,OR,97230,480000,4,3.0,WILKES COMMUNITY GROUP,2272,7840,1979,,211,,Sold,,,https://www.redfin.com/OR/Portland/16452-NE-Fargo-St-97230/home/26475843,RMLS,21669914,N,Y,45.5444072,-122.4920555
PAST SALE,August-4-2021,Condo/Co-op,303 NW Uptown Ter Unit 1A,Portland,OR,97210,319000,1,1.0,HILLSIDE,637,,1990,,501,246,Sold,,,https://www.redfin.com/OR/Portland/303-NW-Uptown-Ter-97210/unit-1A/home/26566101,RMLS,21548202,N,Y,45.5248387,-122.7022344
PAST SALE,September-8-2021,Single Family Residential,9120 SW 43rd Ave,Portland,OR,97219,575000,3,2.0,"Portland West, Raleigh Hills",1063,6969,1941,,541,,Sold,,,https://www.redfin.com/OR/Portland/9120-SW-43rd-Ave-97219/home/26511985,RMLS,21066517,N,Y,45.4591569,-122.7212688
PAST SALE,July-13-2020,Single Family Residential,5265 NE Cleveland Ave,Portland,OR,97211,850000,5,4.0,Portland North,3416,4791,1907,,249,,Sold,,,https://www.redfin.com/OR/Portland/5265-NE-Cleveland-Ave-97211/home/26478757,RMLS,20269591,N,Y,45.5614641,-122.6661211
PAST SALE,August-17-2021,Single Family Residential,6105 SE 91st Ave,Portland,OR,97266,448000,3,2.0,Portland Southeast,1480,6098,2002,,303,,Sold,,,https://www.redfin.com/OR/Portland/6105-SE-91st-Ave-97266/home/26437516,RMLS,21098892,N,Y,45.4784972,-122.5699009
PAST SALE,August-4-2021,Condo/Co-op,1455 N Killingsworth St #217,Portland,OR,97217,270000,1,1.0,Killingsworth Station/Overlook,607,,2012,,445,338,Sold,,,https://www.redfin.com/OR/Portland/1455-N-Killingsworth-St-97217/unit-217/home/40550331,RMLS,21007358,N,Y,45.5628882,-122.6817647
PAST SALE,November-4-2021,Single Family Residential,4331 NE 92nd Ave,Portland,OR,97220,373000,2,1.0,ROCKY BUTTE,676,6098,1925,,552,,Sold,,,https://www.redfin.com/OR/Portland/4331-NE-92nd-Ave-97220/home/26553196,RMLS,21620050,N,Y,45.5540812,-122.5685238
PAST SALE,February-23-2021,Single Family Residential,1634 NE Saratoga St,Portland,OR,97211,650000,4,3.0,DEKUM TRIANGLE / WOODLAWN,2337,4791,1928,,278,,Sold,,,https://www.redfin.com/OR/Portland/1634-NE-Saratoga-St-97211/home/26461011,RMLS,20262216,N,Y,45.5723993,-122.648553
PAST SALE,September-2-2021,Single Family Residential,8126 N Ivanhoe St,Portland,OR,97203,498500,4,2.0,Portland North,2392,4791,1928,,208,,Sold,,,https://www.redfin.com/OR/Portland/8126-N-Ivanhoe-St-97203/home/26497991,RMLS,21273920,N,Y,45.5879984,-122.7510235
PAST SALE,October-29-2021,Condo/Co-op,1535 SW Clay St #218,Portland,OR,97201,348000,2,2.0,"Portland West, Raleigh Hills",779,,1982,,447,324,Sold,,,https://www.redfin.com/OR/Portland/1535-SW-Clay-St-97201/unit-218/home/26607596,RMLS,21281932,N,Y,45.5165416,-122.6903036
PAST SALE,October-29-2021,Single Family Residential,542 SE 164th Ave,Portland,OR,97233,375000,3,2.0,CENTENNIAL COMMUNITY ASSOCIATI,1244,9583,1956,,301,,Sold,,,https://www.redfin.com/OR/Portland/542-SE-164th-Ave-97233/home/26309649,RMLS,21065546,N,Y,45.5185138,-122.4935671
PAST SALE,August-31-2021,Single Family Residential,4569 NE 78th Pl,Portland,OR,97218,550000,3,2.0,CULLY ASSOCIATION OF NEIGHBORS,1725,9147,1951,,319,,Sold,,,https://www.redfin.com/OR/Portland/4569-NE-78th-Pl-97218/home/26339442,RMLS,21694057,N,Y,45.5564243,-122.5819691
PAST SALE,April-15-2021,Single Family Residential,8544 NE Boehmer St,Portland,OR,97220,390000,2,1.0,MADISON SOUTH,810,4356,1953,,481,,Sold,,,https://www.redfin.com/OR/Portland/8544-NE-Boehmer-St-97220/home/26624042,RMLS,21544210,N,Y,45.5472459,-122.5755152
PAST SALE,August-20-2021,Single Family Residential,14038 SE Bush St,Portland,OR,97236,455000,3,2.5,Portland Southeast,1349,6534,1986,,337,,Sold,,,https://www.redfin.com/OR/Portland/14038-SE-Bush-St-97236/home/26423927,RMLS,21304636,N,Y,45.4943526,-122.5185307
PAST SALE,August-30-2021,Townhouse,5919 SE 134th Ave,Portland,OR,97236,365000,3,2.5,Portland Southeast,1468,2178,2008,,249,,Sold,,,https://www.redfin.com/OR/Portland/5919-SE-134th-Ave-97236/home/26645309,RMLS,21013184,N,Y,45.478994,-122.525988
PAST SALE,May-25-2021,Single Family Residential,1552 N Alberta St,Portland,OR,97217,665000,3,2.0,Portland North,2014,4791,1942,,330,,Sold,,,https://www.redfin.com/OR/Portland/1552-N-Alberta-St-97217/home/26327111,RMLS,21393590,N,Y,45.5589434,-122.6834765
PAST SALE,October-7-2021,Single Family Residential,2875 NE Hamblet St,Portland,OR,97212,1275000,5,3.0,Portland Northeast,2701,3920,2019,,472,,Sold,,,https://www.redfin.com/OR/Portland/2875-NE-Hamblet-St-97212/home/170024684,RMLS,21690092,N,Y,45.5506056,-122.6363293
PAST SALE,May-21-2021,Single Family Residential,4429 SE 46th Ave,Portland,OR,97206,525000,3,1.0,CRESTON - KENILWORTH,1594,4791,1929,,329,,Sold,,,https://www.redfin.com/OR/Portland/4429-SE-46th-Ave-97206/home/25893435,RMLS,21082148,N,Y,45.4908267,-122.6151733
PAST SALE,March-5-2021,Single Family Residential,4561 NW Continental Pl,Beaverton,OR,97006,450000,3,2.5,NW Washington Co or Sauvie Island,1518,2613,2000,,296,75,Sold,,,https://www.redfin.com/OR/Beaverton/4561-NW-Continental-Pl-97006/home/25781649,RMLS,21067322,N,Y,45.5528485,-122.8507945
PAST SALE,June-4-2021,Condo/Co-op,1500 SW Park Ave #332,Portland,OR,97201,245000,1,1.0,"Portland West, Raleigh Hills",482,,1988,,508,279,Sold,,,https://www.redfin.com/OR/Portland/1500-SW-Park-Ave-97201/unit-332/home/25827848,RMLS,21458219,N,Y,45.5138375,-122.6835141
PAST SALE,May-5-2020,Single Family Residential,2551 SE 167th Ave,Portland,OR,97236,225000,2,1.0,Portland Southeast,790,5227,1946,,285,,Sold,,,https://www.redfin.com/OR/Portland/2551-SE-167th-Ave-97236/home/25774232,RMLS,20598733,N,Y,45.5038081,-122.4914556
PAST SALE,April-30-2021,Single Family Residential,2920 SE Vineyard Rd,Milwaukie,OR,97267,550000,4,2.5,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1943,11761,1977,,283,,Sold,,,https://www.redfin.com/OR/Milwaukie/2920-SE-Vineyard-Rd-97267/home/26069802,RMLS,21443237,N,Y,45.4016575,-122.6323519
PAST SALE,February-8-2021,Townhouse,31 S Hamilton St,Portland,OR,97239,390000,2,2.5,Corbett/LairHill/Johns Landing,1114,1306,1999,,350,67,Sold,,,https://www.redfin.com/OR/Portland/31-S-Hamilton-St-97239/home/25770932,RMLS,20190921,N,Y,45.491135,-122.677109
PAST SALE,,Single Family Residential,11312 SE Flavel St,Portland,OR,97266,,3,2.5,,1379,14375,1977,,,,Sold,,,https://www.redfin.com/OR/Portland/11312-SE-Flavel-St-97266/home/26435008,RMLS,,N,Y,45.4678772,-122.5463705
PAST SALE,June-30-2020,Single Family Residential,6303 SE 61st Ave,Portland,OR,97206,330000,2,1.0,Portland Southeast,980,4791,1924,,337,,Sold,,,https://www.redfin.com/OR/Portland/6303-SE-61st-Ave-97206/home/26519760,RMLS,20614830,N,Y,45.4772245,-122.6012354
PAST SALE,November-30-2020,Single Family Residential,2103 NE 13th Ave,Portland,OR,97212,882500,5,3.0,IRVINGTON,3156,4791,1904,,280,,Sold,,,https://www.redfin.com/OR/Portland/2103-NE-13th-Ave-97212/home/26436455,RMLS,20689746,N,Y,45.5376099,-122.65276
PAST SALE,August-20-2020,Townhouse,16228 NW Fescue Ct Unit End,Portland,OR,97229,373500,3,2.5,NW Washington Co or Sauvie Island,1576,3049,2001,,237,250,Sold,,,https://www.redfin.com/OR/Portland/16228-NW-Fescue-Ct-97229/home/26641807,RMLS,20300882,N,Y,45.5641559,-122.8441091
PAST SALE,May-20-2020,Single Family Residential,14772 NW Hydrangea Ct,Portland,OR,97229,537000,4,2.5,NW Washington Co or Sauvie Island,2004,3484,2015,,268,117,Sold,,,https://www.redfin.com/OR/Portland/14772-NW-Hydrangea-Ct-97229/home/101101835,RMLS,20102711,N,Y,45.5703561,-122.8295927
PAST SALE,August-31-2020,Single Family Residential,4127 NE 131st Pl,Portland,OR,97230,490000,3,2.5,ARGAY,2587,7405,1969,,189,,Sold,,,https://www.redfin.com/OR/Portland/4127-NE-131st-Pl-97230/home/26417431,RMLS,20219765,N,Y,45.5529771,-122.5292298
PAST SALE,July-24-2020,Single Family Residential,18382 SE Stephens St,Portland,OR,97233,380000,3,2.5,Portland Southeast,1652,4791,2001,,230,,Sold,,,https://www.redfin.com/OR/Portland/18382-SE-Stephens-St-97233/home/26368243,RMLS,20523177,N,Y,45.5089155,-122.4735714
PAST SALE,October-21-2020,Single Family Residential,2525 NW Arnott Ln,Portland,OR,97229,629900,4,2.5,IRON RIDGE PARK,2324,4791,2011,,271,30,Sold,,,https://www.redfin.com/OR/Portland/2525-NW-Arnott-Ln-97229/home/26651664,RMLS,20264930,N,Y,45.537885,-122.7953286
PAST SALE,January-29-2021,Townhouse,11756 SE Oak St,Portland,OR,97216,315000,3,2.5,Portland Southeast,1272,2613,2001,,248,,Sold,,,https://www.redfin.com/OR/Portland/11756-SE-Oak-St-97216/home/26371229,RMLS,20239492,N,Y,45.5195038,-122.5416924
PAST SALE,May-15-2020,Single Family Residential,6228 SE Lincoln St,Portland,OR,97215,471937,3,2.0,Portland Southeast,1222,4791,1988,,386,,Sold,,,https://www.redfin.com/OR/Portland/6228-SE-Lincoln-St-97215/home/26519948,RMLS,20383511,N,Y,45.5078558,-122.5991567
PAST SALE,March-5-2021,Condo/Co-op,2005 NE 17th Ave #3,Portland,OR,97212,420000,2,1.0,Portland Northeast,977,,1913,,430,350,Sold,,,https://www.redfin.com/OR/Portland/2005-NE-17th-Ave-97212/unit-3/home/26645581,RMLS,21540297,N,Y,45.5370264,-122.6487079
PAST SALE,January-15-2021,Condo/Co-op,3246 SW 2nd Ave,Portland,OR,97239,580000,2,2.5,"Portland West, Raleigh Hills",2444,,2016,,237,121,Sold,,,https://www.redfin.com/OR/Portland/3246-SW-2nd-Ave-97239/home/113029147,RMLS,20167165,N,Y,45.499867,-122.679596
PAST SALE,November-9-2020,Single Family Residential,1423 NE 72nd Ave,Portland,OR,97213,370000,2,1.0,MONTAVILLA,1440,6098,1945,,257,,Sold,,,https://www.redfin.com/OR/Portland/1423-NE-72nd-Ave-97213/home/26501462,RMLS,20434462,N,Y,45.5332138,-122.5889564
PAST SALE,June-3-2020,Single Family Residential,3232 SE Lambert St,Portland,OR,97202,650000,4,2.0,Eastmoreland,2866,6534,1941,,227,,Sold,,,https://www.redfin.com/OR/Portland/3232-SE-Lambert-St-97202/home/26478590,RMLS,20564270,N,Y,45.4675494,-122.6296827
PAST SALE,March-5-2021,Single Family Residential,3342 SW Huber St,Portland,OR,97219,617000,4,2.5,MARKHAM,2447,10018,1995,,252,,Sold,,,https://www.redfin.com/OR/Portland/3342-SW-Huber-St-97219/home/25785312,RMLS,21023184,N,Y,45.4515917,-122.7113353
PAST SALE,August-18-2020,Single Family Residential,11524 SW 35th Ave,Portland,OR,97219,540000,3,2.5,"Portland West, Raleigh Hills",1776,13939,1987,,304,,Sold,,,https://www.redfin.com/OR/Portland/11524-SW-35th-Ave-97219/home/26551534,RMLS,20438812,N,Y,45.4421906,-122.7123656
PAST SALE,February-22-2021,Single Family Residential,4549 SE Brae St,Milwaukie,OR,97222,520000,4,3.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2220,10018,1977,,234,,Sold,,,https://www.redfin.com/OR/Milwaukie/4549-SE-Brae-St-97222/home/25948713,RMLS,20633369,N,Y,45.426852,-122.6161254
PAST SALE,February-26-2021,Single Family Residential,16215 SE Sterling Cir,Milwaukie,OR,97267,520000,3,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1406,6098,1973,,370,,Sold,,,https://www.redfin.com/OR/Milwaukie/16215-SE-Sterling-Cir-97267/home/26034664,RMLS,21529972,N,Y,45.4051956,-122.6338446
PAST SALE,,Single Family Residential,8623 SE Taylor St,Portland,OR,97216,,3,1.0,,1102,4700,1943,,,,Sold,,,https://www.redfin.com/OR/Portland/8623-SE-Taylor-St-97216/home/25857648,RMLS,,N,Y,45.5156378,-122.5744183
PAST SALE,November-20-2020,Single Family Residential,30 NE Saratoga St,Portland,OR,97211,461000,3,1.5,PIEDMONT,960,4791,1976,,480,,Sold,,,https://www.redfin.com/OR/Portland/30-NE-Saratoga-St-97211/home/26402599,RMLS,20412935,N,Y,45.5723664,-122.6661175
PAST SALE,May-29-2020,Single Family Residential,7535 N Fenwick Ave,Portland,OR,97217,405000,4,1.0,Portland North,2504,5227,1923,,162,,Sold,,,https://www.redfin.com/OR/Portland/7535-N-Fenwick-Ave-97217/home/25804807,RMLS,20658637,N,Y,45.577699,-122.6850334
PAST SALE,November-10-2020,Single Family Residential,2244 SE 76th Ave,Portland,OR,97215,522500,3,2.0,MT. TABOR,1468,5227,1977,,356,,Sold,,,https://www.redfin.com/OR/Portland/2244-SE-76th-Ave-97215/home/26600936,RMLS,20600140,N,Y,45.5066341,-122.5849933
PAST SALE,May-7-2020,Single Family Residential,3243 SE 116th Ave,Portland,OR,97266,332500,3,2.0,REED VILLAGE,1125,9147,1952,,296,,Sold,,,https://www.redfin.com/OR/Portland/3243-SE-116th-Ave-97266/home/26478955,RMLS,20442063,N,Y,45.4983774,-122.5437416
PAST SALE,August-12-2020,Townhouse,1026 SE Linn St,Portland,OR,97202,424950,2,1.5,SELLWOOD,1440,871,2000,,295,,Sold,,,https://www.redfin.com/OR/Portland/1026-SE-Linn-St-97202/home/26422456,RMLS,20171069,N,Y,45.459173,-122.655376
PAST SALE,December-8-2020,Single Family Residential,7629 S Hood Ave,Portland,OR,97219,784100,3,3.0,JOHNS LANDING & FULTON PARK,2456,5227,1990,,319,,Sold,,,https://www.redfin.com/OR/Portland/7629-S-Hood-Ave-97219/home/25760392,RMLS,20048011,N,Y,45.4687321,-122.6746752
PAST SALE,May-21-2020,Single Family Residential,802 SW Terwilliger Pl,Portland,OR,97239,575000,3,2.0,HILLSDALE/BURLINGAME,2199,6969,1991,,261,,Sold,,,https://www.redfin.com/OR/Portland/802-SW-Terwilliger-Pl-97239/home/26508342,RMLS,20023150,N,Y,45.4788242,-122.6863498
PAST SALE,September-28-2020,Condo/Co-op,1410 NW Kearney St #520,Portland,OR,97209,434950,1,1.0,"Portland West, Raleigh Hills",847,,2004,,514,445,Sold,,,https://www.redfin.com/OR/Portland/1410-NW-Kearney-St-97209/unit-520/home/26598071,RMLS,20130671,N,Y,45.5292019,-122.6857475
PAST SALE,October-22-2020,Single Family Residential,3021 SE 78th Ave,Portland,OR,97206,480000,3,2.0,South Tabor,1440,4791,1944,,333,,Sold,,,https://www.redfin.com/OR/Portland/3021-SE-78th-Ave-97206/home/26583552,RMLS,20631102,N,Y,45.5003243,-122.5831546
